prompt,prefix,suffix,title
"#small plush Shiba Inu dog sitting upright with soft smile, daylight cloth scene, text""いいですね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog bowing politely with small pointy ears, neutral cloth backdrop, text""よろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog stretching after waking up, morning blanket backdrop, text""おはようございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog sitting neatly with cute upright ears, bright daytime backdrop, text""こんにちは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a star cushion plush, warm evening light, text""こんばんは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wrapped in a red winter scarf around fluffy neck, cozy warm cloth, text""寒いですねー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog shivering slightly with puffed cheek fur, knit blanket backdrop, text""さむーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog cheering with a tiny paw pump, warm indoor cloth, text""寒いけどがんばろー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog relaxing with a tiny warm drink plush, soft desk-like cloth backdrop, text""お疲れ様です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog returning through a tiny plush doorway, homey cloth backdrop, text""ただいまー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog welcoming with open paws, warm hallway-style room, text""おかえりなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog sipping pretend tea like a cozy evening, kotatsu-style cloth scene, text""一息ついてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a mini hot-water-bottle plush close to chest fluff, soft blanket backdrop, text""あたたかくして過ごしてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog curled under a fluffy blanket with ears peeking out, dim cozy lights, text""おやすみなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a ribbon and bowing gently, neutral pastel cloth, text""ありがとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a tiny heart plush, pastel warm cloth backdrop, text""いつもありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog bowing deeply with small triangular ears forward, warm floor mat backdrop, text""ぺこり"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog waving a paw gently, soft cozy backdrop, text""どういたしまして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog putting paws together politely with round cheeks, bright cloth backdrop, text""お願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog hopping with joy and wagging tail, bright clean backdrop, text""わーいやったー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog showing a tiny paw-up pose, warm indoor lights, text""GOOD"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog leaning tired on a plush cushion, cozy cloth backdrop, text""無理しないでね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog offering tiny flowers with soft expression, pastel cloth scene, text""いつも感謝です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wearing a tiny winter mask plush, cool winter cloth, text""風邪に気を付けましょう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a lemon slice plush, neutral bright cloth, text""ビタミンとってね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wrapped in a scarf with warm bowl plush, cozy warm backdrop, text""身体はあたためてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog eating pretend warm soup plush, soft kitchen-style cloth backdrop, text""温かいものを食べよう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog bundled in a thick winter poncho plush, cold-tone indoor cloth, text""寒さにお気をつけて"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog trembling dramatically with puffed fur, snowy-colored cloth, text""寒すぎるー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog nodding slowly with calm face, pastel cloth backdrop, text""うんうん"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a tiny calendar plush, bright cozy cloth, text""楽しみにしてます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog bouncing lightly with sparkles, soft warm cloth, text""わくわく"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wrapping itself in a fluffy shawl, warm indoor cloth, text""暖かくして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wearing a soft Santa hat tilted on small pointy ears and holding a tiny wreath, festive cloth backdrop, text""Merry Christmas"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a plush gift box while wearing a tiny Santa coat, warm holiday lights, text""プレゼントありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog in Santa hat peeking into a mini gift box, soft festive cloth, text""クリスマスプレゼントかな？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog in Santa cape surrounded by plush lights, festive warm cloth backdrop, text""ステキなクリスマスになりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wearing a scarf doing a polite year-end bow, warm cloth room, text""今年もお世話になりました"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog waving with tiny Santa gloves, bright festive cloth, text""来年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a mini kadomatsu plush while wearing a tiny kimono ribbon, clean new-year cloth, text""よいお年をお迎えください"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog wearing a soft New Year kimono-style ribbon, bright warm backdrop, text""あけましておめでとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog reaching toward sparkles with New Year ornament plush, bright cozy cloth, text""いいことたくさんありますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog surrounded by heart plushies with tiny kimono sash, soft warm cloth, text""幸せいっぱいの1年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a small money-pouch plush while in mini kimono, festive cloth backdrop, text""お年玉待ってます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog proudly holding an opened pouch plush, bright festive cloth, text""お年玉ありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog posing with a mini shimenawa plush in New Year outfit, clean bright backdrop, text""謹賀新年"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog bowing calmly with New Year kimono ribbon, warm neutral cloth, text""今年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog looking at rising-sun motif plush with kimono sash, clean bright cloth, text""良い年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog drooping sadly with lowered ears, muted pastel cloth backdrop, text""つらい…"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog offering a comforting paw, warm cozy cloth backdrop, text""大丈夫？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog fully tucked under a blanket with tiny kimono ribbon peeking, dim calm cloth, text""ゆっくり休みます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding a tiny nurse-cap plush, bright clean cloth backdrop, text""健康第一"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog sitting neatly with calm smile, neutral warm cloth, text""大丈夫です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog rolling on its back playfully with wagging tail, pastel fun backdrop, text""うける"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog holding two heart plushies, warm bright cloth, text""いつもありがとうありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog waving goodbye gently in mini kimono bow, cozy indoor cloth backdrop, text""ではまた"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog giving a tiny polite nod with fluffy curly fur, soft indoor cloth backdrop, text""了解です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog raising one paw slightly with round curly head, warm bright backdrop, text""はーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog making a tiny circle gesture with its paws, cozy soft cloth backdrop, text""OKです"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog sitting upright with teddy-bear-like smile, daylight cloth scene, text""いいですね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog bowing politely with fluffy ears drooping slightly, neutral fabric backdrop, text""よろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog stretching after waking up, morning blanket backdrop, text""おはようございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog sitting neatly with cute round eyes, bright daytime backdrop, text""こんにちは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog holding a small star cushion plush, warm evening light, text""こんばんは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog wrapped in a red winter scarf around curly neck, cozy warm cloth, text""寒いですねー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog shivering slightly with puffball fur, knit blanket backdrop, text""さむーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog cheering with a tiny paw pump, warm indoor cloth, text""寒いけどがんばろー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog relaxing with a tiny warm drink plush, soft desk-like cloth backdrop, text""お疲れ様です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog returning through a tiny plush doorway, homey cloth backdrop, text""ただいまー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog welcoming with open arms, warm hallway-style cloth backdrop, text""おかえりなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog sipping pretend tea, kotatsu-like cloth scene, text""一息ついてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog holding a mini hot-water-bottle plush close to its curly chest, cozy blanket, text""あたたかくして過ごしてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog curled under a fluffy blanket with only its round head visible, dim cozy lights, text""おやすみなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog holding a ribbon and bowing gently, neutral pastel cloth, text""ありがとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog holding a tiny heart plush with curly paws, pastel backdrop, text""いつもありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog bowing deeply with fluffy face lowered, warm cloth floor, text""ぺこり"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog waving a paw gently, soft cozy scene, text""どういたしまして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog putting its paws together politely, bright cloth backdrop, text""お願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog hopping with joy, fluffy curls bouncing, bright clean backdrop, text""わーいやったー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog doing a tiny paw-up pose, warm indoor lights, text""GOOD"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog leaning tired on a plush cushion, cozy cloth backdrop, text""無理しないでね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog offering tiny flowers with gentle eyes, pastel cloth, text""いつも感謝です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog wearing a small winter mask plush, cool winter backdrop, text""風邪に気を付けましょう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog holding a lemon slice plush with fluffy paws, bright cloth backdrop, text""ビタミンとってね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog wrapped in a scarf holding warm bowl plush, cozy warm backdrop, text""身体はあたためてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Toy Poodle dog eating pretend warm soup plush, soft kitchen-like cloth, text""温かいものを食べよう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
