prompt,prefix,suffix,title,done
"A highly detailed shot of multiple happy faces of relatives looking on as the envelopes are distributed. The action is communal joy, focusing on the shared smiles. Text: 親戚の笑顔.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.234 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child reluctantly using their New Year's money to pay for a broken vase or unexpected fee. The action is necessary expense, focusing on the regretful look. Text: まさかの出費.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.235 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child tearfully looking at the empty area where the envelopes were, the holiday over. The action is final conclusion, focusing on the sad face. Text: お年玉終了.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.236 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a beautiful woman in a vibrant kimono, smiling gently. The action is handing over a crisp red envelope, focusing on her kind gaze. Text: お年玉よ?.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.237 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of an elegant woman in a formal black kimono, holding a decorative fan. The action is a graceful new year's greeting, focusing on her poised posture. Text: 謹賀新年.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.238 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a refined woman in a pale pink kimono, offering an envelope with a polite bow. The action is courteous thanks, focusing on the respectful angle of her head. Text: お世話になりました.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.239 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a cheerful woman in a yellow kimono, giving a friendly wave. The action is an optimistic greeting, focusing on her bright, sincere smile. Text: 今年もよろしく.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.240 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman in a deep purple kimono, winking conspiratorially while holding a tiny, closed envelope. The action is playful secrecy, focusing on the wink. Text: お年玉は秘密.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.241 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a curious woman in a casual kimono, leaning in close with an inquisitive expression. The action is cheeky probing, focusing on the questioning eye contact. Text: いくら入ってる？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.242 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a patient woman in a light blue kimono, holding up a finger to signal waiting. The action is gentle delay, focusing on her calm hand gesture. Text: 後でね.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.243 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a glamorous woman in a luxurious kimono, tossing a handful of shiny coins playfully. The action is extravagant giving, focusing on the falling currency. Text: 大盤振る舞い.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.244 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a confident woman in a richly embroidered kimono, signing a check or bank transfer form serenely. The action is effortless generosity, focusing on the steady hand. Text: 大人の余裕.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.245 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman sternly pointing at a small piggy bank next to the received envelope. The action is strict advising, focusing on her firm expression. Text: 貯金しなさい.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.246 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking dramatically shocked, hands thrown up in exaggerated despair. The action is comedic distress, focusing on the wide, expressive eyes. Text: お年玉がない！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.247 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a gentle woman with a slightly sad, apologetic look, shrugging her shoulders lightly. The action is soft regret, focusing on the downcast gaze. Text: ごめんね.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.248 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman playfully pinching her cheek to confirm the reality of a large envelope. The action is joyful confirmation, focusing on the bright smile. Text: 夢じゃないよ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.249 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman handing an envelope directly to a parent figure with a knowing look. The action is formal passing, focusing on the respectful hand-off. Text: お母様に渡して.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.250 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman jumping up and down with genuine, childish excitement, holding the money. The action is pure glee, focusing on the animated joy. Text: これでゲーム買える.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.251 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking determinedly at the camera, making a fist to signify future success. The action is aspirational planning, focusing on the resolved face. Text: 来年こそは私が.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.252 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman dramatically clutching her wallet after handing out several envelopes, looking exhausted. The action is humorous exhaustion, focusing on the tired sigh. Text: 大人って大変.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.253 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman choosing a simple envelope over a large, decorated gift bag. The action is sensible preference, focusing on the clear choice. Text: 福袋よりお年玉.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.254 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman placing a finger over her lips with a playful, secretive expression. The action is confidential whispering, focusing on the quiet gesture. Text: 内緒だよ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.255 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking dramatically surprised at the amount inside the envelope, jaw dropped. The action is peak amazement, focusing on the shocked expression. Text: 最高額更新！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.256 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman striking a confident, powerful pose, holding her stack of envelopes like a scepter. The action is triumphant declaration, focusing on the regal posture. Text: 私の時代が来た.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.257 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman tenderly holding an envelope against her heart with a loving expression. The action is affectionate emotion, focusing on the gentle touch. Text: お年玉は愛.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.258 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman making a generous, open gesture with her hands, giving total freedom. The action is permissive giving, focusing on the wide smile. Text: 使い道は自由.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.259 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman bowing elegantly and sincerely, hands together in thanks. The action is deep gratitude, focusing on the respectful posture. Text: ありがとう.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.260 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman sitting serenely in a traditional room with New Year decorations (kadomatsu, mochi). The action is peaceful reflection, focusing on the calm scene. Text: お正月だね.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.261 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a cool, beautiful woman in a stylish kimono, giving a sophisticated, knowing look as she hands out cash. The action is mature confidence, focusing on the subtle smirk. Text: これがお姉さん.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.262 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking playfully jealous as others receive envelopes, hand outstretched hopefully. The action is humorous envy, focusing on the pouty expression. Text: 私の分は？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.263 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a group of beautiful women in kimonos huddled together, discussing the appropriate amount to give. The action is serious consultation, focusing on the lowered voices. Text: お年玉会議.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.264 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman with a mischievous smile, trying to sneakily steal an envelope from a table. The action is playful theft, focusing on the furtive movement. Text: お年玉泥棒.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.265 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman handing her received envelope to an older female relative for safe-keeping. The action is trusting handover, focusing on the responsible exchange. Text: ママに預ける.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.266 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman carefully sealing the envelope inside a safe or vault. The action is careful preservation, focusing on the secure lock. Text: 全額貯金.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.267 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman shrugging with empty hands and a regretful, yet fun-loving, smile. The action is unapologetic spending, focusing on the lightheartedness. Text: 使い切った.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.268 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman holding an envelope while looking at a world map with excitement. The action is adventurous planning, focusing on the globe. Text: お年玉で旅行.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.269 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking dramatically cursed or burdened by the weight of too many coins. The action is exaggerated pressure, focusing on the heavy load. Text: お年玉の呪い.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.270 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman proudly displaying a stack of crisp yen bills over a modern payment app. The action is traditional preference, focusing on the crisp bills. Text: 現金主義.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.271 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman handing over a smaller envelope specifically for buying New Year's mochi. The action is specific budgeting, focusing on the mochi package. Text: お餅代.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.272 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman counting her remaining envelopes with a slight look of disappointment that the giving is ending. The action is wish for more giving, focusing on the remaining envelopes. Text: まだ配り足りない.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.273 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman applying expensive face cream or makeup, envelope visible on the vanity. The action is self-investment, focusing on the luxurious products. Text: お年玉で美容.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.274 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking up with joy as small envelopes rain down around her like confetti. The action is magical abundance, focusing on the falling envelopes. Text: お年玉が降る.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.275 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman holding the envelope while gazing at a large goal board or project plan. The action is focused achievement, focusing on the determined eyes. Text: 夢を叶える.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.276 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman meticulously documenting the money received and given in a neat ledger. The action is careful organization, focusing on the neat handwriting. Text: お年玉の管理.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.277 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman making an exaggerated plea for cash, looking very cute and slightly demanding. The action is playful solicitation, focusing on the charming pout. Text: 私も欲しい.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.278 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman raising a small cup of sake or sparkling cider in a celebratory toast, money nearby. The action is festive celebration, focusing on the raised glass. Text: お年玉で乾杯.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.279 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman handing over the very last envelope with a dramatic, final expression. The action is conclusive giving, focusing on the gravity of the moment. Text: これが最後.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.280 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman happily paying for an expensive meal with her new year's money. The action is indulgent treating, focusing on the satisfied look. Text: お年玉でランチ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.281 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman giving an envelope with a formal, wedding-style ceremony feel. The action is solemn bestowing, focusing on the dignified manner. Text: ご祝儀だよ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.282 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman gently urging a reluctant recipient to take the envelope with both hands. The action is persuasive offering, focusing on the encouraging smile. Text: 遠慮しないで.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.283 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman opening an envelope with her eyes closed, treating the amount as a lottery. The action is playful gambling, focusing on the closed eyes. Text: お年玉で運試し.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.284 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman giving a gentle farewell wave, promising future return. The action is fond departure, focusing on the soft hand gesture. Text: また来年ね.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.285 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
"A highly detailed shot of a beautiful woman looking up to the sky with a blissful, overjoyed expression, hugging the money tightly. The action is ecstatic relief, focusing on the heavenly light. Text: お年玉最高.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.286 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉着物,
